-0.0702728,0.426319,0.927453,0.30313
-0.0814022,0.430297,0.918178,0.307097
-0.0925317,0.434304,0.908904,0.311109
-0.103661,0.438342,0.899629,0.315165
-0.114791,0.442409,0.890355,0.319266
-0.12592,0.446506,0.88108,0.323413
-0.137049,0.450633,0.871805,0.327607
-0.148179,0.454791,0.862531,0.331846
-0.159308,0.45898,0.853256,0.336133
-0.170438,0.463199,0.843982,0.340467
-0.181567,0.46745,0.834707,0.344849
-0.192697,0.471731,0.825433,0.349279
-0.203826,0.476044,0.816158,0.353758
-0.214955,0.480389,0.806884,0.358286
-0.226085,0.484765,0.797609,0.362864
-0.237214,0.489172,0.788335,0.367491
-0.248344,0.493612,0.77906,0.372169
-0.259473,0.498084,0.769786,0.376898
-0.270603,0.502589,0.760511,0.381679
-0.281732,0.507126,0.751237,0.386511
-0.292861,0.511695,0.741962,0.391396
-0.303991,0.516298,0.732688,0.396333
-0.31512,0.520933,0.723413,0.401324
-0.32625,0.525602,0.714139,0.406368
-0.337379,0.530304,0.704864,0.411467
-0.348509,0.53504,0.695589,0.416621
-0.359638,0.53981,0.686315,0.42183
-0.370767,0.544613,0.67704,0.427094
-0.381897,0.549451,0.667766,0.432415
-0.393026,0.554323,0.658491,0.437792
-0.404156,0.559229,0.649217,0.443227
-0.415285,0.564171,0.639942,0.448719
-0.426415,0.569147,0.630668,0.45427
-0.437544,0.574158,0.621393,0.459879
-0.448673,0.579204,0.612119,0.465548
-0.459803,0.584286,0.602844,0.471276
-0.470932,0.589403,0.59357,0.477065
-0.482062,0.594556,0.584295,0.482914
-0.493191,0.599745,0.575021,0.488825
-0.504321,0.604971,0.565746,0.494798
-0.51545,0.610232,0.556472,0.500833
-0.52658,0.61553,0.547197,0.506931
-0.537709,0.620865,0.537923,0.513093
-0.548838,0.626237,0.528648,0.519319
-0.559968,0.631646,0.519373,0.52561
-0.571097,0.637092,0.510099,0.531965
-0.582227,0.642576,0.500824,0.538387
-0.593356,0.648098,0.49155,0.544875
-0.604486,0.653657,0.482275,0.551429
-0.615615,0.659254,0.473001,0.558051
-0.626744,0.66489,0.463726,0.564742
-0.637874,0.670564,0.454452,0.571501
-0.649003,0.676277,0.445177,0.578329
-0.660133,0.682029,0.435903,0.585226
-0.671262,0.68782,0.426628,0.592195
-0.682392,0.69365,0.417354,0.599234
-0.693521,0.699519,0.408079,0.606345
-0.70465,0.705429,0.398805,0.613528
-0.71578,0.711378,0.38953,0.620784
-0.726909,0.717367,0.380256,0.628113
-0.738039,0.723396,0.370981,0.635516
-0.749168,0.729466,0.361707,0.642995
-0.760298,0.735577,0.352432,0.650548
-0.771427,0.741728,0.343157,0.658177
-0.782556,0.747921,0.333883,0.665883
-0.793686,0.754155,0.324608,0.673666
-0.804815,0.76043,0.315334,0.681527
-0.815945,0.766747,0.306059,0.689466
-0.827074,0.773106,0.296785,0.697485
-0.838204,0.779507,0.28751,0.705583
-0.849333,0.78595,0.278236,0.713762
-0.860462,0.792436,0.268961,0.722022
-0.871592,0.798965,0.259687,0.730363
-0.882721,0.805537,0.250412,0.738787
-0.893851,0.812152,0.241138,0.747295
-0.90498,0.81881,0.231863,0.755886
-0.91611,0.825512,0.222589,0.764561
-0.927239,0.832257,0.213314,0.773322
-0.938368,0.839047,0.20404,0.782169
-0.949498,0.845881,0.194765,0.791102
-0.960627,0.852759,0.185491,0.800123
-0.971757,0.859682,0.176216,0.809232
-0.982886,0.86665,0.166941,0.818429
-0.994016,0.873663,0.157667,0.827716
-1.00515,0.880721,0.148392,0.837093
-1.01627,0.887825,0.139118,0.846561
-1.0274,0.894975,0.129843,0.856121
-1.03853,0.90217,0.120569,0.865773
-1.04966,0.909412,0.111294,0.875518
-1.06079,0.9167,0.10202,0.885357
-1.07192,0.924035,0.0927453,0.895291
-1.08305,0.931417,0.0834707,0.90532
-1.09418,0.938846,0.0741962,0.915445
-1.10531,0.946322,0.0649217,0.925667
-1.11644,0.953846,0.0556472,0.935987
-1.12757,0.961418,0.0463726,0.946405
-1.1387,0.969037,0.0370981,0.956922
-1.14983,0.976705,0.0278236,0.96754
-1.16096,0.984421,0.0185491,0.978258
-1.17209,0.992186,0.00927453,0.989078
